A0A061ACU2	A0A061ACU2
Q7TQJ8	Q7TQJ8
Q7TQJ8	Q5U2Z2
Q7TQJ8	Q91XC0
Q7TQJ8	Q96IF1
Q7TQJ8	Q15654
Q7TQJ8	Q15942
Q7TQJ8	Q93052
Q7TQJ8	Q9UGP4
Q7TQK0	Q7TQK0
Q7TQK0	O60563
Q7TS55	Q7TS55
Q7TS55	Q9UNG2
Q7TS63	Q7TS63
Q7TSD4	Q7TSD4
Q7TSH3	Q7TSH3
Q7TSS2	Q7TSS2
Q7TSZ8	Q7TSZ8
Q7TSZ8	O35260
Q7TSZ8	Q96BF6
Q7TSZ8	Q96RE7
Q7X6P3	Q7X6P3
Q7XA07	Q7XA07
Q7XA66	Q7XA66
Q7XB51	Q7XB51
Q7XB51	A0A143ZZK9
Q7XB51	B9QMJ0
Q7XB51	A7L9Z8
Q7XB51	O75185
Q7XB51	P54707
Q7XB51	P05023
Q7XB51	P06685
Q7XB51	P13637
Q7XB51	P19156
Q7XB51	P20648
Q7XB51	P27112
Q7XB51	P50993
Q7XB51	P54708
Q7XB51	Q08DA1
Q7XB51	Q8VDN2
Q7XB51	Q9N0Z6
Q7XB51	Q12691
Q7XB51	P13587
Q7XB51	Q01896
Q7XB51	Q13733
Q7XB51	Q93084
Q7XHR2	Q7XHR2
Q7XHR2	Q9FY74
Q7XHR2	Q6NPP4
Q7XHR2	Q8GSA7
Q7XHR2	Q9FYG2
Q7XI96	Q7XI96
Q7XI96	Q9LN63
Q7XI96	Q8S307
Q7XJJ7	Q7XJJ7
Q7XJM2	Q7XJM2
Q7XK25	Q7XK25
Q7XK25	P38126
Q7XYY2	Q7XYY2
Q7XZF5	Q7XZF5
Q7Y1W1	Q7Y1W1
Q7YQK4	Q7YQK4
Q7YQK4	Q01650
Q7YQK4	Q9UHI5
Q7YQK4	P63115
Q7YQK4	Q9QXW9
Q7YQK4	Q9WVR6
Q7YQK4	Q9Z127
Q7YQK4	Q63016
Q7YQK4	P82252
Q7YQK4	P82251
Q7YQK4	Q22397
Q7YQK4	Q9UM01
Q7YQK4	Q92536
Q7YQK4	Q9UPY5
Q7YTB0	Q7YTB0
Q7YTB0	P57075
Q7YTB0	Q9VCE9
Q7Z2D5	Q7Z2D5
Q7Z2D5	Q7TME0
Q7Z2E3	Q7Z2E3
Q7Z2G1	Q7Z2G1
Q7Z2G1	P0C1H6
Q7Z2T5	Q7Z2T5
Q7Z2Z1	Q7Z2Z1
Q7Z2Z1	D3IUT5
Q7Z3D4	Q7Z3D4
Q7Z3E1	Q7Z3E1
Q7Z3K3	Q7Z3K3
Q7Z410	Q7Z410
Q7Z412	Q7Z412
Q7Z418	Q7Z418
Q7Z418	Q6VV64
Q7Z4G1	Q7Z4G1
Q7Z4T9	Q7Z4T9
Q7Z4V0	Q7Z4V0
Q7Z591	Q7Z591
Q7Z5K2	Q7Z5K2
Q7Z5Q5	Q7Z5Q5
Q7Z602	Q7Z602
Q7Z614	Q7Z614
Q7Z624	Q7Z624
Q7Z695	Q7Z695
Q7Z695	Q02981
Q7Z698	Q7Z698
Q7Z698	Q6P6N5
Q7Z698	Q924S7
Q7Z698	Q924S8
Q7Z698	Q7Z699
Q7Z6G3	Q7Z6G3
Q7Z6K1	Q7Z6K1
Q7Z7A4	Q7Z7A4
Q7Z7A4	Q8BX57
Q7Z7C8	Q7Z7C8
Q7Z7C8	Q9VWY6
Q7Z7F0	Q7Z7F0
Q7Z7G2	Q7Z7G2
Q7Z7G2	Q80WM3
Q7Z7G2	Q8R1B5
Q7Z7G2	Q8WVH0
Q7Z7H3	Q7Z7H3
Q7Z7H3	M0RAU5
Q7Z7H8	Q7Z7H8
Q7Z7H8	Q3MHY7
Q7Z7H8	P0C2C4
Q7Z7K6	Q7Z7K6
Q7ZT82	Q7ZT82
Q7ZT82	O43251
Q7ZT82	Q8BP71
Q7ZT82	Q10572
Q7ZT82	A6NFN3
Q7ZT82	Q8BIF2
Q7ZT82	Q9JJ43
Q800K6	Q800K6
Q800K6	Q92547
Q802Y8	Q802Y8
Q802Y8	Q05516
Q80SY4	Q80SY4
Q80SY4	Q804S5
Q80T11	Q80T11
Q80T11	Q495M9
Q80T69	Q80T69
Q80TG1	Q80TG1
Q80TG1	Q7Z3B3
Q80TH2	Q80TH2
Q80TH2	Q96RT1
Q80TN7	Q80TN7
Q80TN7	Q8IVL1
Q80TR8	Q80TR8
Q80TR8	Q9Y4B6
Q80TS7	Q80TS7
Q80TS7	O94850
Q80TS7	P50617
Q80TT2	Q80TT2
Q80TT2	O94812
Q80U72	Q80U72
Q80U72	A0A8P0N4K0
Q80U72	Q14160
Q80U72	Q4H4B6
Q80U72	Q7KRY7
Q80U87	Q80U87
Q80U87	P40818
Q80UF7	Q80UF7
Q80UF9	Q80UF9
Q80UF9	A9JTM7
Q80UF9	Q80VM9
Q80UF9	Q7RTM1
Q80US8	Q80US8
Q80US8	Q60948
Q80US8	P50540
Q80US8	P50539
Q80VA5	Q80VA5
Q80VL1	Q80VL1
Q80VL1	Q9VQ91
Q80VL1	H9JD76
Q80VM7	Q80VM7
Q80VQ0	Q80VQ0
Q80VQ0	J3QMK6
Q80VQ0	P43353
Q80VQ0	Q8VXQ2
Q80VQ0	Q04458
Q80VR2	Q80VR2
Q80VR2	Q9HB65
Q80VY9	Q80VY9
Q80VY9	Q9H6R0
Q80VY9	F4IDQ6
Q80VY9	F4IE66
Q80VY9	F4K2E9
Q80VY9	O42643
Q80VY9	O60231
Q80VY9	P24384
Q80VY9	Q14562
Q80VY9	A1Z9L3
Q80VY9	Q38953
Q80VY9	Q9VL25
Q80VY9	O43143
Q80VY9	O35286
Q80VY9	P15938
Q80VY9	P20095
Q80VY9	P24785
Q80VY9	P36009
Q80VY9	P53131
Q80VY9	Q04217
Q80VY9	Q08211
Q80VY9	O70133
Q80VY9	Q7L2E3
Q80VY9	Q7L7V1
Q80VY9	Q8IY37
Q80VY9	Q8VHK9
Q80VY9	Q9H2U1
Q80VY9	Q92620
Q80VY9	Q9H5Z1
Q80VY9	Q14BI7
Q80W99	Q80W99
Q86Y01	Q86Y01
Q86Y01	Q86UW9
Q86Y26	Q86Y26
Q86Y97	Q86Y97
Q86Y97	Q6Q783
Q86YA3	Q86YA3
Q86YC2	Q86YC2
Q86YD1	Q86YD1
Q86YH6	Q86YH6
Q86YI8	Q86YI8
Q86YI8	Q9BUL5
Q86YS7	Q86YS7
Q86YT5	Q86YT5
Q86YT5	P70545
Q86YT5	Q13183
Q86YT5	Q07782
Q86YT5	Q8WWT9
Q86YT5	Q9VVT2
Q86YV9	Q86YV9
Q8AWF5	Q8AWF5
Q8AWF5	O14777
Q8BG07	Q8BG07
Q8BG21	Q8BG21
Q8BG21	Q9UGQ2
Q8BG79	Q8BG79
Q8BG79	Q2TBE0
Q8BG87	Q8BG87
Q8BG87	A0JP82
Q8BG87	Q6N021
Q8BG87	Q3URK3
Q8BG87	Q8NFU7
Q8BGC4	Q8BGC4
Q8BGC4	Q39172
Q8BGC4	Q99536
Q8BGC4	Q3MIE4
Q8BGC4	A0A0A0KTQ0
Q8BGC4	Q8H0M1
Q8BGC4	Q9SV68
Q8BGC4	Q9AYU1
Q8BGD7	Q8BGD7
Q8BGS1	Q8BGS1
Q8BGW0	Q8BGW0
Q8BGW0	Q91YX0
Q8BGW1	Q8BGW1
Q8BGW1	Q9C0B1
Q8BGY7	Q8BGY7
Q8BHN1	Q8BHN1
Q8BHN1	Q9NUQ3
Q8BIA4	Q8BIA4
Q8BIW9	Q8BIW9
Q8BIW9	Q8WVB6
Q8BJ71	Q8BJ71
Q8BJ71	Q8N1F7
Q8BJ71	Q66HC5
Q8BJ71	Q9XZ06
Q8BJA3	Q8BJA3
Q8BJA3	Q6NT76
Q8BJM5	Q8BJM5
Q8BJQ4	Q8BJQ4
Q8BJQ4	Q86XR7
Q8BKA3	Q8BKA3
Q8BKC5	Q8BKC5
Q8BKC5	O00410
Q8BKT7	Q8BKT7
Q8BKT7	Q13769
Q8BL80	Q8BL80
Q8BLG0	Q8BLG0
Q8BLG0	A8MW92
Q8BLG0	Q9BVI0
Q8BM75	Q8BM75
Q8BMA3	Q8BMA3
Q8BMA3	Q6P9H4
Q8BMA5	Q8BMA5
Q8BMA5	Q14207
Q8BMD2	Q8BMD2
Q8BMD2	Q86YF9
Q8BMF8	Q8BMF8
Q8BMF8	Q80WL1
Q8BMF8	Q6ZMI3
Q8BMI0	Q8BMI0
Q8BMP6	Q8BMP6
Q8BN78	Q8BN78
Q8BN78	Q86T24
Q8BN78	Q8UVQ4
Q8BN78	Q8NAP3
Q8BQP9	Q8BQP9
Q8BQP9	Q5FVH8
Q8BQR4	Q8BQR4
Q8BQR4	Q9H9L4
Q8BRE0	Q8BRE0
Q8BRE0	Q7Z3Z2
Q8BT35	Q8BT35
Q8BTQ0	Q8BTQ0
Q8BTQ0	Q3KNV8
Q8BTQ0	Q9BSM1
Q8BTQ0	P23798
Q8BTQ0	P35227
Q8BTQ0	Q86SE9
Q8BTQ0	Q3UK78
Q8BTQ0	Q9BYE7
Q8BTQ0	Q8JIR0
Q8BTQ0	P35226
Q8BTW8	Q8BTW8
Q8BTW8	Q96SZ6
Q93WE4	Q93WE4
Q93WE4	Q10L91
Q93WE4	Q8S3N1
Q93WL3	Q93WL3
Q93WL3	Q8GW78
Q93WX6	Q93WX6
Q93Y07	Q93Y07
Q93YF5	Q93YF5
Q93YF5	O22781
Q93YF5	Q8GZB6
Q93YN0	Q93YN0
Q93YU5	Q93YU5
Q93ZB2	Q93ZB2
Q93ZF6	Q93ZF6
Q93ZG9	Q93ZG9
Q940H2	Q940H2
Q940L4	Q940L4
Q940L4	F4HXL0
Q940L4	Q7Y220
Q940U6	Q940U6
Q940X9	Q940X9
Q940Z2	Q940Z2
Q94126	Q94126
Q94131	Q94131
Q94165	Q94165
Q94165	O17894
Q94165	Q62233
Q94165	Q15475
Q94165	Q62232
Q94165	Q23175
Q94230	Q94230
Q94230	P42669
Q94230	Q00577
Q94230	Q96QR8
Q94230	O35295
Q94234	Q94234
Q944A6	Q944A6
Q944Q0	Q944Q0
Q94515	Q94515
Q94515	O15121
Q94521	Q94521
Q94527	Q94527
Q94535	Q94535
Q94535	Q01081
Q94535	Q8BGJ9
Q94535	Q9D883
Q94535	Q09176
Q94535	Q64707
Q94535	Q15696
Q94535	Q9FMY5
Q94535	Q9S709
Q94545	Q94545
Q94545	G5EFZ3
Q945M1	Q945M1
Q945M1	Q9CQJ8
Q945P1	Q945P1
Q948R9	Q948R9
Q94920	Q94920
Q94920	Q60932
Q94920	P21796
Q94920	P45880
Q94920	Q9Z2L0
Q949M9	Q949M9
Q949M9	O43681
Q949M9	Q9P7F8
Q949M9	A8IXB8
Q949M9	A1L4Y1
Q949M9	A8JGB0
Q949P2	Q949P2
Q949P2	Q94AM1
Q949Q5	Q949Q5
Q949T8	Q949T8
Q949W6	Q949W6
Q94A03	Q94A03
Q94A03	Q9M001
Q94A41	Q94A41
Q94AC8	Q94AC8
Q94AH1	Q94AH1
Q94AI4	Q94AI4
Q94AI6	Q94AI6
Q94AN2	Q94AN2
Q94AQ8	Q94AQ8
Q94AR8	Q94AR8
Q94AT3	Q94AT3
Q94AU9	Q94AU9
Q94AX2	Q94AX2
Q94B35	Q94B35
Q94BN0	Q94BN0
Q94BN0	Q9FMK7
Q94BQ3	Q94BQ3
Q94BS2	Q94BS2
Q94BT6	Q94BT6
Q94BT6	Q8W420
Q94BT6	Q9C9W9
Q94BT9	Q94BT9
Q94BT9	O08997
Q94BT9	Q9SZN7
Q94BU8	Q94BU8
Q94C32	Q94C32
Q94C32	O13953
Q94C32	Q12432
Q94C32	Q15014
Q94C32	Q9Y0I1
Q94CE5	Q94CE5
Q94CE5	Q84P52
Q94CE5	Q84P54
Q94FL6	Q94FL6
Q94FL6	F4IRB4
Q94ID2	Q94ID2
Q94ID2	Q93WC9
Q94ID2	Q94ID3
Q94IN5	Q94IN5
Q94JU3	Q94JU3
Q94JU3	Q9H9Q2
Q94JU3	Q9UBW8
Q94JV5	Q94JV5
Q94JV5	Q8VDK1
Q94K49	Q94K49
Q94K75	Q94K75
Q94KE2	Q94KE2
Q95QA6	Q95QA6
Q95QD7	Q95QD7
Q95QI7	Q95QI7
Q95QK3	Q95QK3
Q95QW4	Q95QW4
Q95QZ9	Q95QZ9
Q95QZ9	H2KYU6
Q95QZ9	P33755
Q95QZ9	Q9ES54
Q95RA8	Q95RA8
Q95RA8	Q7L9L4
Q95RA8	Q9FHI1
Q95RA8	P40484
Q95RA8	P43563
Q95RA8	Q70IA6
Q95RQ8	Q95RQ8
Q95RV2	Q95RV2
Q95T12	Q95T12
Q95TS5	Q95TS5
Q95TS5	Q9NV88
Q95U54	Q95U54
Q95XA8	Q95XA8
Q95Y80	Q95Y80
Q95Y80	D4A7T3
Q95Y80	Q91Y44
Q95Y80	F1R5H6
Q95Y80	O60885
Q95Y80	P25440
Q95Y80	Q58F21
Q95Y80	Q7JJ13
Q95Y80	Q8K2F0
Q95Y80	Q15059
Q95Y80	Q9ESU6
Q95ZL9	Q95ZL9
P39988	P39988
P39988	O00764
P39988	P53727
P40002	P40002
P40037	P40037
P40037	P40185
P40037	P52759
P40037	P52758
P40037	Q94JQ4
P40041	P40041
P40041	P40522
P40050	P40050
P40060	P40060
P40156	P40156
P40317	P40317
P40342	P40342
P40491	P40491
P40625	P40625
P40625	P11873
P40625	P11632
P40625	P11633
P40625	Q05783
P40625	Q42344
P40625	O49595
P40625	P09429
P40625	P10103
P40625	P12682
P40625	P26583
P40625	P63158
P40625	P63159
P40625	P93047
P40625	O49596
P40625	Q8LDF9
P40625	Q6P8W9
P40625	P40626
P40631	P40631
P40757	P40757
P42114	P42114
P42114	Q9CQZ5
P42116	P42116
P42117	P42117
P42696	P42696
P42696	Q08208
P42925	P42925
P42925	Q07066
P42925	Q9NR77
P43266	P43266
P43557	P43557
P46435	P46435
P46435	Q9BXY0
P46435	P10962
P46435	Q9UTE6
P46818	P46818
P46818	P06271
P46818	P11703
P46983	P46983
P47007	P47007
P47084	P47084
P47085	P47085
P47127	P47127
P47140	P47140
P47141	P47141
P47148	P47148
P47175	P47175
P47881	P47881
P47881	Q7TQQ0
P47881	A6ND48
P47881	Q8NHC4
P47881	Q8VFT4
P47881	Q8VGS3
P47881	O95007
P47881	A6NND4
P47881	O76001
P47881	Q8NGN3
P47881	Q8NGC4
P47881	Q8TCB6
P47881	Q9H255
P47881	Q9H205
P47881	Q9Y585
P47881	Q7TRX1
P47881	Q9P1Q5
P47881	Q9Y5P1
P47881	A6NKK0
P47881	O95221
P47881	Q9NQN1
P47881	Q8NGR4
P47881	Q8NH93
P47881	Q5TZ20
P47881	Q6IEY1
P47881	Q6IF63
P47881	Q8NGH7
P47881	Q8N127
P47881	P34982
P47881	Q15617
P47881	Q8NG98
P47881	O60412
P47881	O76099
P47881	Q96RA2
P47881	O14581
P47881	Q8NH19
P47881	Q8NGC7
P47881	Q96R27
P47881	Q8NHB8
P47881	Q96RD1
P48526	P48526
P48629	P48629
P48629	P46312
P49922	P49922
P49922	P30968
P50080	P50080
P53060	P53060
P53070	P53070
P53139	P53139
P53142	P53142
P53153	P53153
P53155	P53155
P53241	P53241
P53292	P53292
P53724	P53724
P53850	P53850
P53883	P53883
P53885	P53885
P53913	P53913
P53958	P53958
P54797	P54797
P54797	Q6ICL3
P56329	P56329
P56382	P56382
P56382	P56381
P56382	P05632
P56382	P29418
P56382	Q96253
P56382	Q06450
P56749	P56749
P59382	P59382
P59858	P59858
P59858	P00306
P59858	P37207
P59858	Q7SIG0
P59858	O36005
P59858	P84861
P78587	P78587
P78587	Q01159
P78587	P40997
P80002	P80002
P80002	P80001
P80483	P80483
P80484	P80484
P80484	P51873
P80484	P51874
P82137	P82137
P82162	P82162
P82192	P82192
P82192	P36519
P82192	Q1K6P0
P82194	P82194
P82194	Q3T0L3
P82194	Q9NRX2
P82194	Q1K8C8
P82194	P22353
P82195	P82195
P82244	P82244
P82245	P82245
P82245	P30956
P82249	P82249
P82352	P82352
P82411	P82411
P82412	P82412
P82649	P82649
P82649	P82650
P82658	P82658
P82669	P82669
P82669	P82663
P82670	P82670
P82670	P82664
P82916	P82916
P82916	Q9Y2R5
P82919	P82919
P82919	Q9NVS2
P82920	P82920
P82920	P82921
P82925	P82925
P82925	Q92665
P82929	P82929
P82929	P82930
P82929	Q9JIK9
P83214	P83214
P83565	P83565
P83565	Q9NQ50
Q960V3	Q960V3
Q961D9	Q961D9
Q96247	Q96247
Q96255	Q96255
Q96301	Q96301
Q96305	Q96305
Q96305	Q8LF89
Q96305	Q8GWS0
Q96305	P25373
Q96305	P17695
Q96305	Q923X4
Q96305	Q9NS18
Q96330	Q96330
Q96330	Q8LGZ9
Q96330	Q7XP65
Q96330	O04847
Q96524	Q96524
Q96524	Q43125
Q96529	Q96529
Q965H3	Q965H3
Q969F0	Q969F0
Q969F1	Q969F1
Q969F2	Q969F2
Q9NQS5	Q9NQS5
Q9NQV5	Q9NQV5
Q9NQV6	Q9NQV6
Q9NQZ5	Q9NQZ5
Q9NQZ5	Q8R1R3
Q9NQZ6	Q9NQZ6
Q9NR00	Q9NR00
Q9NR00	Q9D915
Q9NR21	Q9NR21
Q9NR83	Q9NR83
Q9NR83	Q9ERQ3
Q9NR83	Q9H8N7
Q9NR90	Q9NR90
Q9NR90	Q13117
Q9NR90	Q86SG3
Q9NR90	Q9NQZ3
Q9NRA8	Q9NRA8
Q9NRN7	Q9NRN7
Q9NRN9	Q9NRN9
Q9NRP7	Q9NRP7
Q9NRR8	Q9NRR8
Q9NRR8	Q9NRR3
Q9NRY2	Q9NRY2
Q9NRY6	Q9NRY6
Q9NRY6	Q6QBQ4
Q9NRY6	Q9JIZ9
Q9NRY6	Q9NRQ2
Q9NRY6	Q9NRY7
Q9NRY6	O15162
Q9NRZ7	Q9NRZ7
Q9NS23	Q9NS23
Q9NS37	Q9NS37
Q9NS69	Q9NS69
Q9NS73	Q9NS73
Q9NS73	Q9VBX2
Q9NS91	Q9NS91
Q9NSA0	Q9NSA0
Q9NSA0	O76082
Q9NSA0	Q9H015
Q9NSA0	Q9Z0E8
Q9NSA0	Q9Z306
Q9NSA0	Q3ZAV1
Q9NSA0	Q8CFZ5
Q9NSA0	Q96S37
Q9NSA0	Q497L9
Q9NSA0	Q4U2R8
Q9NSA0	Q4W8A3
Q9NSA0	Q8VC69
Q9NSA0	Q5RLM2
Q9NSA0	Q91WU2
Q9NSA0	Q9Y694
Q9NSA0	Q86VW1
Q9NSA0	Q8IVM8
Q9NSA0	Q76M72
Q9NSA0	A0A3Q2IDB4
Q9NSA0	Q8N4F4
Q9NSA0	Q76M99
Q9NSA0	Q8VCA0
Q9NSA0	Q8IZD6
Q9NSA0	Q9R1U7
Q9NSA0	O88909
Q9NSA0	Q8TCC7
Q9NSA0	Q9WTW5
Q9NSA0	O75751
Q9NSA0	O88446
Q9NSA0	O08966
Q9NSA0	O15244
Q9NSA0	O15245
Q9NSA0	Q63089
Q9NSA0	Q9R0W2
Q9NSA0	Q9Y226
Q9NSA0	Q9Y267
Q9NSA0	Q8R0S9
Q9NSG2	Q9NSG2
Q9NSI6	Q9NSI6
Q9NSI6	Q8WWQ0
Q9NSI6	Q8VDD9
Q9NSI6	Q921C3
Q9NSK7	Q9NSK7
Q9NSN8	Q9NSN8
Q9NSN8	Q925E0
Q9NSN8	Q9NY99
Q9NSP4	Q9NSP4
Q9NSU2	Q9NSU2
Q9NSU2	Q91XB0
Q9NTJ3	Q9NTJ3
Q9NTJ3	P41004
Q9NTJ3	P48996
Q9NTJ3	Q12267
Q9NTJ3	Q20060
Q9NTJ3	Q9FJL0
Q9NTM9	Q9NTM9
Q9NTX7	Q9NTX7
Q9NTX7	Q9CZW6
Q9NU22	Q9NU22
Q9NUJ1	Q9NUJ1
Q9NUK0	Q9NUK0
Q9NUK0	Q5VZF2
Q9NUK0	Q9NR56
Q9NUL3	Q9NUL3
Q9NUL3	Q68SB1
Q9NUL3	Q8CJ67
Q9NUL5	Q9NUL5
Q9NUL7	Q9NUL7
Q9NUL7	P24783
Q9NUL7	O00571
Q9NUL7	O15523
Q9NUL7	Q62095
Q9NUL7	Q62167
Q9NUL7	P15424
Q9NUL7	P17844
Q9NUL7	Q92841
Q9NUL7	P20447
Q9NUL7	P20448
Q9NUL7	P20449
Q9NUL7	Q09747
Q9NUL7	P21372
Q9NUL7	P23394
Q9NUL7	P25808
Q9NUL7	P26196
Q9NUL7	P32892
Q9NUL7	P38719
Q9NUL7	P38919
Q9NUL7	Q10I26
Q9NUL7	Q3B8Q2
Q9NUL7	Q5VNM3
Q9NUL7	Q94A52
Q9NUL7	Q9VHS8
Q9NUL7	Q6Z2Z4
Q9NUL7	P60842
Q9NUL7	Q0JM17
Q9NUL7	Q56XG6
Q9NUL7	Q9LFN6
Q9NUL7	Q5JK84
Q9NUL7	Q12099
Q9NUL7	Q27268
Q9NUL7	O00148
Q9NUL7	Q13838
Q9NUL7	Q5T1V6
Q9NUL7	Q8GY84
Q9NUL7	A2XKG2
Q9NUL7	O13792
Q9NUL7	Q07478
Q9NUL7	P45818
Q9NUL7	Q86XP3
Q9NUL7	Q03532
Q9NUL7	Q13206
Q9NUL7	Q12389
Q9NUL7	Q7L014
Q9NUL7	Q8H0U8
Q9NUL7	Q8H136
Q9NUL7	Q8L7S8
Q9NUL7	Q8NHQ9
Q9NUL7	Q8TDD1
Q9NUL7	Q92499
Q9NUL7	Q91VR5
Q9NUL7	Q93ZG7
Q9NUL7	Q96GQ7
Q9NUL7	Q9BUQ8
Q9NUL7	Q9H0S4
Q9NUL7	Q9VIF6
Q9NUL7	Q9NR30
Q9NUL7	Q9BQ39
Q9NUL7	Q9JIK5
Q9NUL7	Q9QY15
Q9NUL7	Q9QY16
Q9NUL7	Q9UMR2
Q9NUL7	Q9UHI6
Q9NUL7	Q9UJV9
Q9NUL7	Q9V3C4
Q9NUL7	Q9VVK8
Q9NUL7	Q9Y2R4
Q9NUL7	Q9Y6V7
Q9NUL7	P38112
Q9NUL7	Q09719
Q9NUL7	Q86TM3
Q9NUL7	Q8K363
Q9NUL7	Q9NVP1
Q9NUL7	Q8W4E1
Q9NUL7	Q9D0R4
Q9NUL7	Q9NY93
Q9NUL7	Q06218
Q9NUM3	Q9NUM3
Q9NUQ2	Q9NUQ2
Q9NUQ9	Q9NUQ9
Q9NUU6	Q9NUU6
Q9NUX5	Q9NUX5
Q9NUX5	P62597
Q9NV06	Q9NV06
Q9NV06	Q6PAC3
Q9NV06	P33750
Q9NV29	Q9NV29
Q9NV29	Q9CQG9
Q9NV70	Q9NV70
Q9NVA1	Q9NVA1
Q9NVA1	P21560
Q9NVF7	Q9NVF7
Q9NVF7	Q8BIG4
Q9NVH0	Q9NVH0
Q9NVH2	Q9NVH2
Q9NVH2	Q9VT41
Q9NVI1	Q9NVI1
Q9NVI7	Q9NVI7
Q9NVI7	Q3KRE0
Q9NVI7	Q5T9A4
Q9NVI7	Q20748
Q9NVR2	Q9NVR2
Q9NVT9	Q9NVT9
Q9NVU0	Q9NVU0
Q9NVV4	Q9NVV4
Q9NVV9	Q9NVV9
Q9NW15	Q9NW15
Q9NW75	Q9NW75
Q9NWH2	Q9NWH2
Q9NWM0	Q9NWM0
Q9NWM0	Q99K82
Q9NWQ9	Q9NWQ9
Q9NWS8	Q9NWS8
Q9NWT1	Q9NWT1
Q9NWT6	Q9NWT6
Q9NWT8	Q9NWT8
Q9NWU2	Q9NWU2
Q9NWU5	Q9NWU5
Q9NWU5	P0C2C0
Q9NWU5	Q3SZX5
Q9NWV8	Q9NWV8
Q9NWY4	Q9NWY4
Q9NWY4	Q9VNI3
Q9NWZ8	Q9NWZ8
Q9NX04	Q9NX04
Q9NX08	Q9NX08
Q9NX46	Q9NX46
Q9NX46	Q8CG72
Q9NX47	Q9NX47
Q9NX52	Q9NX52
Q9NX55	Q9NX55
Q9NX58	Q9NX58
Q9NX58	Q08288
Q9NX63	Q9NX63
Q9NX63	Q9CRB9
Q9NX63	Q9BRQ6
Q9NX70	Q9NX70
Q9NX76	Q9NX76
Q9NXE8	Q9NXE8
Q9NXR7	Q9NXR7
Q9NXV2	Q9NXV2
Q9NXV6	Q9NXV6
Q9NXW2	Q9NXW2
Q9NXW2	Q8TBM8
Q9NY25	Q9NY25
Q9NY25	Q9R007
Q9NY27	Q9NY27
Q9NY33	Q9NY33
P40493	P40493
P40513	P40513
P40517	P40517
P40528	P40528
P40532	P40532
P40546	P40546
P40567	P40567
P40576	P40576
P40858	P40858
P40858	Q7SGE5
P40897	P40897
P40897	O14031
P40971	P40971
P41005	P41005
P41814	P41814
P41910	P41910
P41930	P41930
P41977	P41977
P41977	P31161
P41977	J9VWW9
P41977	P09671
P41977	P04179
P41977	P07895
P41977	P21276
P41977	Q9LU64
P41977	Q9FMX0
P41977	Q9UQX0
P41977	P11796
P41977	O81235
P42841	P42841
P42841	U4PCM1
P42841	Q8K4P0
P42841	Q9C0J8
P42842	P42842
P42846	P42846
P42847	P42847
P42900	P42900
P42937	P42937
P42948	P42948
P43116	P43116
P43116	P43253
P43116	P43119
P43116	P43252
P43116	P34995
P43116	P30987
P43116	P21731
P43116	P34980
P43116	P30557
P43116	P43115
P43116	P35408
P43116	P32240
P43116	P43088
P43124	P43124
P43244	P43244
P43244	P43243
P43449	P43449
P43449	P51943
P43449	P20248
P43449	O01501
P43449	O96020
P43449	P24864
P43449	P54733
P43449	Q9FVX0
P43449	Q38819
P43449	Q9I7I0
P43449	Q0D9C7
P43449	A2YH60
P43449	P10815
P43449	P24860
P43449	P14635
P43449	P13350
P43449	P36630
P43449	P30183
P43554	P43554
P43569	P43569
P43579	P43579
P43582	P43582
P43589	P43589
P43589	Q53GS9
P43596	P43596
P43606	P43606
P43619	P43619
P43619	Q9ZU32
P45968	P45968
P45976	P45976
P46970	P46970
P47019	P47019
P47045	P47045
P47108	P47108
P47118	P47118
P47123	P47123
P47128	P47128
P47138	P47138
P47158	P47158
P47167	P47167
P47910	P47910
P47910	O80439
P47988	P47988
P48015	P48015
P48015	P49364
P48239	P48239
P48268	P48268
P48329	P48329
P48732	P48732
P48771	P48771
P48771	P07470
P48771	P14406
P48771	Q99KD6
P49367	P49367
P50896	P50896
P51998	P51998
P51998	V5IMN1
P52868	P52868
P52901	P52901
P52901	Q8H1Y0
P52901	P52903
P52901	P16387
P52901	P26267
P52901	P29804
P52901	P26284
P52901	P35486
P53072	P53072
P53102	P53102
P53107	P53107
P53107	O94589
P53125	P53125
P53136	P53136
P53187	P53187
P53188	P53188
P53203	P53203
P53220	P53220
P53233	P53233
P53239	P53239
P53246	P53246
P53260	P53260
P53266	P53266
P53289	P53289
P53331	P53331
P53332	P53332
P53333	P53333
P53333	Q9HCG8
P53437	P53437
P53569	P53569
P53569	Q03701
P53569	F4IDC2
P53569	Q12176
P53718	P53718
P53808	P53808
P53834	P53834
P53835	P53835
P53854	P53854
P53881	P53881
P53903	P53903
P53921	P53921
P53944	P53944
P53991	P53991
P53991	Q8W493
P53991	P00455
P53991	P10933
P53991	Q9FKW6
P53991	Q00598
P54730	P54730
P56277	P56277
P56277	Q3E7A9
P56286	P56286
P56286	P05198
P56288	P56288
P56785	P56785
P57728	P57728
P57744	P57744
P57744	Q9Y8C0
P58234	P58234
P58234	P39019
P58557	P58557
P59540	P59540
P62128	P62128
P62128	P14149
P62128	P62127
P62128	P62129
P62128	P53732
P62128	Q7S9I4
P62128	Q29RU1
P62128	O15235
P62128	P10735
P62128	P0CT76
P62128	P62266
P62128	P0CT75
P68350	P68350
P78753	P78753
P78780	P78780
P78780	P13663
P78811	P78811
P78946	P78946
P79015	P79015
P79071	P79071
